company_id,canonical_name,legal_name,aliases_json,domain,website,careers_url,sectors_json,nepal_relationship,country,locality,address,official_email,official_phone,profile,active,confidence,first_seen_at,last_seen_at,primary_source_id,primary_source_url
fd8f9adf-6867-5928-b4c3-a264bb7cb600,AHEAD,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:08:43.177737+00,2026-09-21 08:08:43.177737+00,himalayas,https://himalayas.app/companies/ahead/jobs/senior-project-manager-data-center
bb5159d8-9b56-5997-9269-1734e06bd47d,"AI Technology Partners, Inc.",,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:30:57.532184+00,2026-08-29 04:04:41.005202+00,himalayas,https://himalayas.app/companies/ai-technology-partners-inc/jobs/forward-deployed-engineer
f319f7c2-6ff6-58b4-abc0-da98e424e888,AMERICAN SYSTEMS,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:05:31.2682+00,2026-09-21 08:05:31.2682+00,himalayas,https://himalayas.app/companies/american-systems/jobs/technical-draftsman
29d9b990-f935-5204-86f7-b72dbfbd3a7e,AMOL TECHNOLOGIES,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-08-29 03:29:33.511881+00,2026-08-29 04:03:16.987782+00,himalayas,https://himalayas.app/companies/amol-technologies/jobs/hr-intern
fc356a47-c3cc-53ed-bf58-11f4fad47451,AMS Accelerate IT,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-08-29 03:30:09.527041+00,2026-08-29 04:04:05.002665+00,himalayas,https://himalayas.app/companies/ams-accelerate-it/jobs/sales-development-representative-l3x3v8x8
29525398-3554-5525-8be9-9834dd7c5ef6,ASRC Federal,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:06:13.164034+00,2026-09-21 08:06:13.164034+00,himalayas,https://himalayas.app/companies/asrc-federal/jobs/systems-analyst-1113710565
dad99aea-b0ce-57b8-94d4-b609b18ac74b,AVNT,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:33:27.52051+00,2026-08-29 04:07:11.015927+00,himalayas,https://himalayas.app/companies/avnt/jobs/sales-manager-tech-retail
42a0f2c9-795f-5873-b1ce-b5dce8c7903a,AWeber,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:11:03.231229+00,2026-09-21 08:11:03.231229+00,remoteok,https://remoteOK.com/remote-jobs/remote-operations-engineer-ii-aweber-1136778
44d4c4bd-e96e-59ec-84c3-62ee992c5220,AbbVie,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:30:09.526041+00,2026-08-29 04:03:53.002446+00,himalayas,https://himalayas.app/companies/abbvie/jobs/associate-director-field-training-multiple-myeloma
92a79c3a-9556-565a-863d-9d9e70044807,Abbott,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:03:19.156406+00,2026-09-21 08:09:01.176226+00,himalayas,https://himalayas.app/companies/abbott/jobs/manager-revenue-cycle
0e279d29-4d80-58a4-986a-68a39b55b82e,Abhyaz,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:04:43.177665+00,2026-09-21 08:04:43.177665+00,himalayas,https://himalayas.app/companies/abhyaz/jobs/account-executive-intern-4786662889
f06d4d2d-9a25-5c87-8e88-4de57d128e89,Above Group,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:29:39.521905+00,2026-08-29 04:08:35.056973+00,himalayas,https://himalayas.app/companies/above-group/jobs/senior-electrical-engineer
bd6ab59c-6418-5622-852d-447a9874886b,Abstra,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:04:43.177757+00,2026-09-21 08:07:01.174279+00,himalayas,https://himalayas.app/companies/abstra-co/jobs/salesforce-technical-lead
a7fe1cce-94c9-5278-b48e-a9447f33fd2d,AccelOne,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:10:25.170491+00,2026-09-21 08:10:25.170491+00,himalayas,https://himalayas.app/companies/accelone/jobs/powerpoint-designer-presentation-specialist
1a6d361c-6740-5340-b5f3-e72331041595,Accelerant,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:34:15.54335+00,2026-08-29 04:07:59.030655+00,himalayas,https://himalayas.app/companies/accelerant/jobs/operations-specialist
f1a494f8-9a47-51ec-af69-6b4ca7475d0c,Accenture,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:04:31.217216+00,2026-09-21 08:04:31.217216+00,himalayas,https://himalayas.app/companies/accenture/jobs/workday-certified-financials-studio-integration-consultant
8b9877b1-2edb-511f-8961-3ed9afc82de7,Accesa & RaRo,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:29:39.521905+00,2026-09-21 08:07:55.15963+00,himalayas,https://himalayas.app/companies/accesa-raro/jobs/sap-fi-co-consultant
dd773bbd-096c-5089-a052-0486718c3733,"Access Offshoring Philippines, Inc.",,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:05:13.178854+00,2026-09-21 08:05:13.178854+00,himalayas,https://himalayas.app/companies/access-offshoring-philippines-inc/jobs/bookkeeper-australia-remote-ao-14173
4ba7a4af-0707-52f4-ad91-07f5f402aeaa,Ace IT Careers,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:11:03.230612+00,2026-09-21 08:11:03.230612+00,remoteok,https://remoteOK.com/remote-jobs/remote-qa-tester-entry-level-ace-it-careers-1136701
896433ee-f171-5679-943c-5377fa5e616c,ActionKit,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:37:21.598668+00,2026-08-29 04:11:05.059436+00,himalayas,https://himalayas.app/companies/actionkit/jobs/lead-devops-engineer-1445593699
4bab69a6-4913-5f83-936d-168a30924be2,Actionstep,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:05:55.170079+00,2026-09-21 08:05:55.170079+00,himalayas,https://himalayas.app/companies/actionstep/jobs/account-executive
eac15a11-eeac-5743-b30e-639972f37309,ActiveProspect,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:04:13.175725+00,2026-09-21 08:04:13.175725+00,himalayas,https://himalayas.app/companies/activeprospect/jobs/senior-full-stack-product-engineer
c95be550-0905-5ff8-a366-b5c0ee196790,AcuityMD,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:27:39.512402+00,2026-08-29 04:01:22.95183+00,himalayas,https://himalayas.app/companies/acuitymd/jobs/strategic-account-executive
30a29844-9223-5823-8e51-f45b96e32104,AdQuick,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:10:19.173647+00,2026-09-21 08:10:19.173647+00,himalayas,https://himalayas.app/companies/adquick/jobs/senior-software-engineer-full-stack-983139148
ef6644e7-129c-5a05-9d91-61091ef1ef44,Adam Smith International,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:01:25.149517+00,2026-09-21 08:01:25.149517+00,himalayas,https://himalayas.app/companies/adam-smith-international/jobs/call-for-experts-technical-assistance-facility-for-iraq-taffi-2-0-and-iraq-c
1a04857d-14b7-5aa2-8683-17e574346358,Adaptive Teams,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:01:43.162297+00,2026-09-21 08:01:43.162297+00,himalayas,https://himalayas.app/companies/adaptive-teams/jobs/operations-manager-latam-south-africa-remote
80033290-7cb5-5362-82c5-1a3bbec8f2f3,Addepto,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:02:19.169875+00,2026-09-21 08:02:19.169875+00,himalayas,https://himalayas.app/companies/addepto/jobs/data-engineer-databricks
fb8c0006-e301-5518-aa67-2e4a7ad6c680,Adelaide,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-08-29 03:33:03.522806+00,2026-08-29 04:06:47.015564+00,himalayas,https://himalayas.app/companies/adelaide/jobs/vp-engineering
7145858e-a2bc-540e-b9dd-b010ac9d82c0,Aderant,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:37:09.591455+00,2026-08-29 04:10:53.05209+00,himalayas,https://himalayas.app/companies/aderant/jobs/senior-solutions-engineer
eece1d2e-43a6-5905-ba1d-1ae1c32438e3,Adstart Media,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:30:15.554373+00,2026-08-29 04:03:58.986539+00,himalayas,https://himalayas.app/companies/adstart-media/jobs/affiliate-manager
5a2d33b0-2a24-5213-89f7-21abc67992aa,Affirm,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:27:45.510543+00,2026-08-29 04:10:23.037517+00,himalayas,https://himalayas.app/companies/affirm/jobs/senior-software-engineer-backend-merchant-advocacy-9559772257
6940c607-aacf-5d16-b3de-804c8156b8c5,AfterShip,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:05:13.17866+00,2026-09-21 08:05:13.17866+00,himalayas,https://himalayas.app/companies/aftership/jobs/revenue-operations-manager
e7e0bc66-2a2f-5495-b0b7-61346d83f40c,Agile Defense,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-08-29 03:27:57.510867+00,2026-08-29 04:01:40.96243+00,himalayas,https://himalayas.app/companies/agile-defense/jobs/ux-lead
22abd355-a721-59ac-a585-a309b04011ca,Agilent Technologies,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:03:25.182593+00,2026-09-21 08:03:25.182593+00,himalayas,https://himalayas.app/companies/agilent-technologies/jobs/lead-ta-partner-americas
6e4df7ae-a831-5d19-95c4-64051c86186c,Aidaptive,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:28:09.51002+00,2026-08-29 04:02:04.953733+00,himalayas,https://himalayas.app/companies/aidaptive/jobs/marketing-demand-generation
109589f4-e3c6-58fc-9370-6d4ae6436ecf,Airalo,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-08-29 03:27:57.511977+00,2026-08-29 04:01:46.963713+00,himalayas,https://himalayas.app/companies/airalo/jobs/procurement-lead-telco
65d0d353-7fcf-5a67-84f3-560438177ef7,Airspace Link,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:11:03.2289+00,2026-09-21 08:11:03.2289+00,remoteok,https://remoteOK.com/remote-jobs/remote-backend-software-engineer-airspace-link-1137409
37a4096c-d9f5-5733-baf8-b65c9a2ef8b6,Ajua,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:27:45.511543+00,2026-08-29 04:01:28.949353+00,himalayas,https://himalayas.app/companies/ajua/jobs/senior-data-scientist-product
424d785d-4823-507e-aa18-837771a743c0,Akuity,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:06:25.172481+00,2026-09-21 08:06:25.172481+00,himalayas,https://himalayas.app/companies/akuity/jobs/devrel-engineer
44e1469c-2911-5412-a190-e704605ad022,Alaka'i Services Group,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:07:43.170508+00,2026-09-21 08:07:43.170508+00,himalayas,https://himalayas.app/companies/alaka-i-services-group/jobs/6385-project-manager
7300623f-0d30-501a-9e18-b827b83dd2e2,Alice,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:07:31.170392+00,2026-09-21 08:07:31.170392+00,himalayas,https://himalayas.app/companies/alice-io/jobs/researcher-evaluations-and-benchmarks
85352528-d1b3-50f4-b774-6b0dd577f875,Alignment Health,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:02:49.154377+00,2026-09-21 08:03:37.161939+00,himalayas,https://himalayas.app/companies/alignment-health/jobs/data-scientist-cahps-analytic
c1f15c74-6f8c-5479-af84-79c5bfb21610,Allient,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:33:51.551594+00,2026-08-29 04:07:35.041843+00,himalayas,https://himalayas.app/companies/allient/jobs/especialista-en-qa-y-tester
b7a0ded3-9b03-581b-b150-1575aa7adcd6,Allocator One,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:09:37.17135+00,2026-09-21 08:09:37.171382+00,himalayas,https://himalayas.app/companies/allocator-one/jobs/chief-compliance-officer-cco-us
04090a35-a146-5919-b52f-d29ea1e2f6bb,Allshore Talent,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:00:49.167887+00,2026-09-21 08:02:25.15265+00,himalayas,https://himalayas.app/companies/allshore-talent/jobs/data-insights-business-consultant-cja-100-remote-emea-only
1cad9534-c7a8-5895-810a-8cb50b4af0b2,Alpaca,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:05:37.168346+00,2026-09-21 08:05:37.168346+00,himalayas,https://himalayas.app/companies/alpaca/jobs/product-manager-derivatives
696dc2b7-48c2-5799-94c8-6103a3b1c257,Alten Calsoft Labs,,"[""ALTEN""]",,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:01:49.151159+00,2026-09-21 08:08:25.172014+00,himalayas,https://himalayas.app/companies/alten-calsoft-labs/jobs/c-developer-automotive-remote-opportunity
fdc5c9d3-82e2-5b52-b00b-8933bdc274a1,Alteryx,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:31:15.525534+00,2026-08-29 04:04:58.99467+00,himalayas,https://himalayas.app/companies/alteryx/jobs/director-enterprise-applications
aa6c67f4-4499-5bf8-b796-14bf01ab3549,Altisource,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:09:25.180654+00,2026-09-21 08:09:25.180654+00,himalayas,https://himalayas.app/companies/altisource/jobs/senior-residential-sales-consultant
d8c0d266-09bd-5304-a275-f9a8b3da8a95,Altruist,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:36:45.598134+00,2026-08-29 04:10:29.047641+00,himalayas,https://himalayas.app/companies/altruist/jobs/sr-solutions-engineer-enterprise
59f72e82-4d98-5923-b047-63d3d6d04790,Ameresco,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:30:51.50333+00,2026-08-29 04:04:35.005504+00,himalayas,https://himalayas.app/companies/ameresco/jobs/building-performance-engineer-customer-success
784ffa3f-c730-522e-8947-96e5db899924,American Bureau of Shipping (ABS),,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:11:03.230913+00,2026-09-21 08:11:03.230913+00,remoteok,https://remoteOK.com/remote-jobs/remote-surveyor-i-american-bureau-of-shipping-abs-1136592
34d3f881-c446-5d81-8e5d-1b97bbb8054a,AmerisourceBergen,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:09:25.180808+00,2026-09-21 08:09:25.180808+00,himalayas,https://himalayas.app/companies/amerisourcebergen/jobs/regulatory-affairs-manager
b39f534d-1e77-5321-97a8-8098f40ee97a,"Ametek, Inc.",,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:03:49.161592+00,2026-09-21 08:03:49.161592+00,himalayas,https://himalayas.app/companies/ametek-inc/jobs/account-manager-indiana-virtual-us-99999-6388172170
24dfa7cd-f78a-518f-9ca6-50fba25699a3,Amgen,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:06:37.176434+00,2026-09-21 08:06:37.176434+00,himalayas,https://himalayas.app/companies/amgen/jobs/product-quality-director
8fa7ff93-d4d6-5653-ac55-2cd4d75073a9,Ampa Health,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:30:57.531675+00,2026-08-29 04:04:41.005202+00,himalayas,https://himalayas.app/companies/ampa-health/jobs/android-engineer-android-java-kotlin
d370dda5-0d4b-5584-8016-7cdeff8f0fb3,Amperity,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:30:03.522978+00,2026-08-29 04:03:47.016028+00,himalayas,https://himalayas.app/companies/amperity/jobs/lead-software-development-engineer
290db1ca-4b87-50f5-afb2-dadf7550e53b,Ample Insight Inc.,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:02:43.171073+00,2026-09-21 08:02:43.171073+00,himalayas,https://himalayas.app/companies/ample-insight-inc/jobs/front-end-and-full-stack-developer-remote-ontario-canada-only
60aa18fc-5e9a-59dc-bf33-1de12a8fb00a,Anlatan,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:03:19.156206+00,2026-09-21 08:03:19.156206+00,himalayas,https://himalayas.app/companies/anlatan/jobs/machine-learning-engineer-1150872692
af61e302-323f-5ea5-8033-c0ce31f3918d,Anonym Agency,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:34:27.525503+00,2026-08-29 04:08:11.060637+00,himalayas,https://himalayas.app/companies/anonym-agency/jobs/graphic-designer
bdbc99ed-fdac-52d3-b87d-60bb170c7816,App Akademie,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:28:09.51002+00,2026-08-29 04:01:52.974687+00,himalayas,https://himalayas.app/companies/app-akademie/jobs/it-recruiter-career-advisor-m-w-d
58ad0006-17c7-52a9-a7c1-429715cfc6f6,App Innovators Solutions,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:28:15.50985+00,2026-08-29 04:01:58.967447+00,himalayas,https://himalayas.app/companies/app-innovators-solutions/jobs/fullstack-nuxt-web-entwicklung-in-junger-wachsender-software-agentur-m-w-d
aa1c8189-593a-5c33-923d-71cca0c6d50a,Applaudo Studios,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:04:49.178386+00,2026-09-21 08:06:07.158758+00,himalayas,https://himalayas.app/companies/applaudo-studios/jobs/data-integration-engineer
49b5454e-0cab-59a6-9433-acbbd671980a,Aprende Institute,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:27:57.510867+00,2026-08-29 04:01:40.96243+00,himalayas,https://himalayas.app/companies/aprende-institute/jobs/ux-designer-lead
59f68529-1b51-5340-be06-4e372a142a2f,Aquila Software Group,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:33:03.522806+00,2026-08-29 04:06:47.015564+00,himalayas,https://himalayas.app/companies/aquila-software-group/jobs/client-growth-executive-emphasys-pha
f9756cc7-376e-5e52-b940-e2d041de795d,Arabian Private Holdings,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:11:03.231356+00,2026-09-21 08:11:03.231356+00,remoteok,https://remoteOK.com/remote-jobs/remote-data-analyst-assistant-arabian-private-holdings-1136217
2bd88e97-c46f-520c-9d96-c0fb54ec3cf8,Arango,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:11:03.229092+00,2026-09-21 08:11:03.229092+00,remoteok,https://remoteOK.com/remote-jobs/remote-golang-kubernetes-engineer-arango-1137400
fdb906f6-6802-5aa7-b4a4-80a45cb294c3,Arch Global Services (Philippines) Inc.,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:30:09.527041+00,2026-08-29 04:03:53.002446+00,himalayas,https://himalayas.app/companies/agsi/jobs/2026-7905-data-scientist-mid-midshift
f14723cf-dd8b-5cb1-91a2-63f743cfa244,Archer,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:36:51.601359+00,2026-08-29 04:10:35.040867+00,himalayas,https://himalayas.app/companies/archer/jobs/staff-survivability-and-operations-analysis-engineer
6c7ad530-f04b-589d-a829-e26e07c8facb,Arctic Wolf,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:01:13.186509+00,2026-09-21 08:01:13.186509+00,himalayas,https://himalayas.app/companies/arctic-wolf/jobs/msp-account-manager
f364db19-7918-5c97-8e69-d91b0f80fbe4,Armada,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:04:37.167737+00,2026-09-21 08:04:37.167737+00,himalayas,https://himalayas.app/companies/armada/jobs/director-ai-capacity-partnerships-north-america
22b6bcb9-e972-5dc8-a748-399ed00aff11,Artemis ARC,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:05:25.174853+00,2026-09-21 08:05:25.174853+00,himalayas,https://himalayas.app/companies/artemis-arc/jobs/project-manager-va-center-for-care-payment-innovation-ccpi-pilot-coordinati
61c20533-56a4-5efb-82f5-ecdc4156be18,Artemis Connection,,"[""Connection""]",,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:01:25.150136+00,2026-09-21 08:08:25.17237+00,himalayas,https://himalayas.app/companies/artemis-connection/jobs/program-director-integrated-healthcare-modernization
6781db53-dd25-5c8b-86cd-24894b5e17f4,Artera,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:05:37.168426+00,2026-09-21 08:05:37.168426+00,himalayas,https://himalayas.app/companies/artera-com/jobs/senior-staff-machine-learning-engineer-model-dev
a25be7cd-cd1e-5d90-b9ee-24500b6ad1b0,Arthrex,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-09-21 08:04:07.172891+00,2026-09-21 08:04:07.172891+00,himalayas,https://himalayas.app/companies/arthrex/jobs/sr-software-engineer-c-us-remote-67873763
c5581caf-bba7-5b82-9ed1-47634d4df6ab,Artiva Biotherapeutics,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:30:09.526041+00,2026-08-29 04:03:53.001446+00,himalayas,https://himalayas.app/companies/artiva-biotherapeutics/jobs/sr-director-ed-medical-affairs-medical-communications-publications
f1fcde6e-de36-5af5-a1f3-ef30aad7e3f5,Astound,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:07:49.178076+00,2026-09-21 08:07:49.178076+00,himalayas,https://himalayas.app/companies/astound/jobs/centralized-account-manager
3561f35e-47f5-5dfe-9f8a-3874f87a975e,Astreya,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:36:09.574173+00,2026-08-29 04:09:53.046203+00,himalayas,https://himalayas.app/companies/astreya/jobs/ai-infrastructure-dc-design-engineer-ii
999b9608-bfe0-58f7-82b9-4822332cc5a3,Atlanta Soundworks,,[],,,,"[""technology_employer""]",hires,,,,,,,true,0.75,2026-08-29 03:33:27.52051+00,2026-08-29 04:07:11.016927+00,himalayas,https://himalayas.app/companies/atlanta-soundworks/jobs/lead-experience-technician-mission-success-leader
200b8dda-b6d9-532e-bfa0-31d76d548f70,Atlas Systems,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:05:49.178777+00,2026-09-21 08:05:49.178777+00,himalayas,https://himalayas.app/companies/atlas-systems/jobs/p2-kc-call-center-manager
a0397ddc-35a3-5802-b554-dedc71916305,Atlys,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:34:57.580963+00,2026-09-21 08:02:13.195061+00,himalayas,https://himalayas.app/companies/atlys/jobs/city-scout-ny-sf-la
0e498a49-fdb8-519a-abbd-cf4c56837a48,Atos,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-09-21 08:05:55.170327+00,2026-09-21 08:05:55.170327+00,himalayas,https://himalayas.app/companies/atos/jobs/application-services-ams-specialized-sales-executive-digital-sales-remote-ho
ba2ed05f-3020-52c5-b33e-e7a7de6cdeb0,Atreides,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:51:39.247189+00,2026-08-29 04:12:45.330563+00,remoteok,https://remoteOK.com/remote-jobs/remote-dont-see-your-role-apply-here-atreides-1137186
6a689247-4af7-5425-a853-e4ba95feb7e5,Atria Physician Practice New York PC,,[],,,,"[""technology_employer""]",unknown,,,,,,,true,0.75,2026-08-29 03:28:21.512561+00,2026-08-29 04:02:04.953733+00,himalayas,https://himalayas.app/companies/atria-physician-practice-new-york-pc/jobs/senior-ai-engineer
