job_id,company_id,title,role_family,seniority,employment_type,workplace_type,location_text,candidate_location,eligibility,eligibility_confidence,eligibility_evidence,eligibility_explanation,eligibility_rule_version,salary_text,salary_min,salary_max,salary_currency,salary_period,skills_json,min_years_experience,max_years_experience,early_career_fit,source_id,source_url,apply_url,posted_at,expires_at,first_seen_at,last_seen_at,status,missing_runs,fingerprint,attribution
57006d6d-9e6e-57f7-ab71-5fab34ce504c,522ae1ad-e15f-52f6-a6d1-c01dc061b92f,Senior Specialist Global QMS,quality_assurance,lead,,remote,Worldwide,Worldwide,eligible,0.95,worldwide,The posting explicitly names Nepal or a geography that includes Nepal.,eligibility-v1,,,,,,"[""customer support"", ""education"", ""engineer"", ""exec"", ""full time"", ""hr"", ""marketing"", ""medical"", ""recruiter"", ""senior"", ""sys admin""]",2.0,3.0,true,remoteok,https://remoteok.com/remote-jobs/remote-senior-specialist-global-qms-orca-bio-1137072,https://remoteok.com/remote-jobs/remote-senior-specialist-global-qms-orca-bio-1137072,2026-08-22 21:45:15+05:45,,2026-08-28 21:38:15.324837+05:45,2026-08-28 21:38:35.838926+05:45,active,0,0796b4cd-fac6-544b-8721-576058b08571,Remote OK — link to the original Remote OK job page.
731a508e-c908-53cc-aa86-ca41ebeca26c,c60faedc-2304-504e-8ecb-88655d4dc40e,DTP Operator,software_engineering,unspecified,,remote,"Guwahati,","Guwahati,",unknown,0.35,"Guwahati,",The posting does not provide enough geographic evidence to determine Nepal eligibility.,eligibility-v1,,,,,,"[""content writing"", ""customer support"", ""design"", ""dev"", ""digital nomad"", ""education"", ""engineer"", ""excel"", ""exec"", ""full time""]",,,false,remoteok,https://remoteok.com/remote-jobs/remote-dtp-operator-jobtrade-1137099,https://remoteok.com/remote-jobs/remote-dtp-operator-jobtrade-1137099,2026-08-22 15:15:43+05:45,,2026-08-28 21:38:15.324837+05:45,2026-08-28 21:38:35.838926+05:45,active,0,1bb6c7d1-56bd-5628-a2f9-3bc93dd31e21,Remote OK — link to the original Remote OK job page.
abaeaa80-6bed-59fe-b9ff-bcf7494e382b,7e341da1-4a26-5bc4-9efe-f55c4ab45941,Retail Store Associate,software_engineering,entry,,remote,"Chicago, IL","Chicago, IL",unknown,0.35,"Chicago, IL",The posting does not provide enough geographic evidence to determine Nepal eligibility.,eligibility-v1,,,,,,"[""customer support"", ""dev"", ""digital nomad"", ""education"", ""exec"", ""math"", ""medical"", ""node"", ""node.js"", ""ops"", ""sales""]",,,true,remoteok,https://remoteok.com/remote-jobs/remote-retail-store-associate-rowan-1137073,https://remoteok.com/remote-jobs/remote-retail-store-associate-rowan-1137073,2026-08-22 21:45:21+05:45,,2026-08-28 21:38:15.324837+05:45,2026-08-28 21:38:35.838926+05:45,active,0,996face3-58b4-54ec-af3f-a997e4a643ab,Remote OK — link to the original Remote OK job page.
ffe22118-8ea8-5e45-9c37-c915e0d9e07d,328d59f1-8bf9-5dc7-a68b-68cada16a06b,Quantity Surveyor,software_engineering,unspecified,,remote,"Vijayawada,","Vijayawada,",unknown,0.35,"Vijayawada,",The posting does not provide enough geographic evidence to determine Nepal eligibility.,eligibility-v1,,,,,,"[""customer support"", ""dev"", ""digital nomad"", ""engineer"", ""excel"", ""exec"", ""full time""]",5.0,,false,remoteok,https://remoteok.com/remote-jobs/remote-quantity-surveyor-edspired-tech-1137098,https://remoteok.com/remote-jobs/remote-quantity-surveyor-edspired-tech-1137098,2026-08-22 17:00:06+05:45,,2026-08-28 21:38:15.324837+05:45,2026-08-28 21:38:35.838926+05:45,active,0,b7d2e06c-7ebe-5801-a69f-e736d2fe13da,Remote OK — link to the original Remote OK job page.
487631fb-1fe9-5f10-9850-76f472f09301,3565e799-7906-5f75-b737-7df95f9b5d19,AP Accountant,ai_data,unspecified,,remote,"Maadi,","Maadi,",unknown,0.35,"Maadi,",The posting does not provide enough geographic evidence to determine Nepal eligibility.,eligibility-v1,,,,,,"[""accounting"", ""customer support"", ""non tech"", ""recruiter""]",,,false,remoteok,https://remoteok.com/remote-jobs/remote-ap-accountant-bosta-1137124,https://remoteok.com/remote-jobs/remote-ap-accountant-bosta-1137124,2026-08-25 19:57:49+05:45,,2026-08-28 21:38:15.323833+05:45,2026-08-28 21:38:35.837926+05:45,active,0,d6df8c2f-950b-597b-ad58-deecd4acc015,Remote OK — link to the original Remote OK job page.
646546f9-3be3-55ce-bcff-48b751c10eda,db2b7971-00cd-5f7e-9ab6-f09614cadedc,Estimator,software_engineering,lead,,remote,"Warrington,","Warrington,",unknown,0.35,"Warrington,",The posting does not provide enough geographic evidence to determine Nepal eligibility.,eligibility-v1,,,,,,"[""c"", ""customer support"", ""dev"", ""digital nomad"", ""engineer"", ""excel"", ""exec"", ""finance"", ""full time"", ""marketing"", ""microsoft"", ""recruiter"", ""sales"", ""senior"", ""testing""]",,,false,remoteok,https://remoteok.com/remote-jobs/remote-estimator-reed-1137146,https://remoteok.com/remote-jobs/remote-estimator-reed-1137146,2026-08-25 19:47:10+05:45,,2026-08-28 21:38:15.323833+05:45,2026-08-28 21:38:35.837926+05:45,active,0,5465b3e5-897c-5a71-ae56-cb8d3f5d0dbf,Remote OK — link to the original Remote OK job page.
77dc09a9-b55f-5768-afc3-29628c987495,e406603f-9eb9-55d1-947d-fe66a87c6ac6,Senior Backend Engineer Build AI Agents,software_engineering,senior,,remote,Worldwide,Worldwide,eligible,0.95,worldwide,The posting explicitly names Nepal or a geography that includes Nepal.,eligibility-v1,,,,,,"[""backend"", ""engineer"", ""golang"", ""sales"", ""senior""]",,,false,remoteok,https://remoteok.com/remote-jobs/remote-senior-backend-engineer-build-ai-agents-salesforge-1137114,https://remoteok.com/remote-jobs/remote-senior-backend-engineer-build-ai-agents-salesforge-1137114,2026-08-25 12:45:03+05:45,,2026-08-28 21:38:15.323833+05:45,2026-08-28 21:38:35.837926+05:45,active,0,76f4ba13-0f5e-5fd9-8f1d-ad173a8e3817,Remote OK — link to the original Remote OK job page.
076a61c6-5bde-5b5b-892c-b6dcef2a7368,5c85cdd7-016f-509e-9bc8-386da0637c8c,Oracle Fusion Cloud Lead â Logistics & Supply Chain Management,software_engineering,lead,,remote,Worldwide,Worldwide,eligible,0.95,worldwide,The posting explicitly names Nepal or a geography that includes Nepal.,eligibility-v1,,,,,,"[""cloud"", ""consulting"", ""design"", ""digital nomad"", ""ecommerce"", ""engineer"", ""exec"", ""full time"", ""ops"", ""senior"", ""shopify"", ""sys admin"", ""testing""]",,,false,remoteok,https://remoteok.com/remote-jobs/remote-oracle-fusion-cloud-lead-logistics-supply-chain-management-tessera-labs-1137155,https://remoteok.com/remote-jobs/remote-oracle-fusion-cloud-lead-logistics-supply-chain-management-tessera-labs-1137155,2026-08-27 05:45:17+05:45,,2026-08-28 21:38:15.322329+05:45,2026-08-28 21:38:35.836927+05:45,active,0,fe40dd49-8804-5d29-b93d-11edf539d814,Remote OK — link to the original Remote OK job page.
7d2cb118-7ac6-5979-8e61-c38e391dc54b,b8b6ae96-edb1-5d91-93c5-bfeb52572ff7,General Interest Position,software_engineering,unspecified,,remote,"Kwinana Beach,","Kwinana Beach,",unknown,0.35,"Kwinana Beach,",The posting does not provide enough geographic evidence to determine Nepal eligibility.,eligibility-v1,,,,,,"[""dev"", ""digital nomad"", ""education"", ""exec"", ""finance"", ""marketing"", ""ops""]",,,false,remoteok,https://remoteok.com/remote-jobs/remote-general-interest-position-coogee-chemicals-1137166,https://remoteok.com/remote-jobs/remote-general-interest-position-coogee-chemicals-1137166,2026-08-26 12:11:42+05:45,,2026-08-28 21:38:15.322329+05:45,2026-08-28 21:38:35.836927+05:45,active,0,4ec311b4-1ab0-59ed-9f50-1c7700dcec36,Remote OK — link to the original Remote OK job page.
bcc6c88c-782a-52a6-87c4-f71a846b56da,12b5c8b5-bc56-56dd-86a4-7fefc2d93fa0,Principal Engineer,software_engineering,lead,,remote,Worldwide,Worldwide,eligible,0.95,worldwide,The posting explicitly names Nepal or a geography that includes Nepal.,eligibility-v1,,,,,,"[""engineer"", ""golang""]",,,false,remoteok,https://remoteok.com/remote-jobs/remote-principal-engineer-the-ai-whistleblower-initiative-1137162,https://remoteok.com/remote-jobs/remote-principal-engineer-the-ai-whistleblower-initiative-1137162,2026-08-27 14:45:02+05:45,,2026-08-28 21:38:15.322329+05:45,2026-08-28 21:38:35.836927+05:45,active,0,4b1ce94b-b847-5469-be43-27922a03d712,Remote OK — link to the original Remote OK job page.
c2ed53c5-a284-5d6d-b5c8-5ff2c7739a22,4fd7e81f-8113-50a4-9593-743decbbfe57,Sourcer Private Destinations,software_engineering,unspecified,,remote,"Nassau,","Nassau,",unknown,0.35,"Nassau,",The posting does not provide enough geographic evidence to determine Nepal eligibility.,eligibility-v1,,,,,,"[""customer support"", ""dev"", ""digital nomad"", ""excel"", ""exec"", ""golang"", ""marketing"", ""ops"", ""recruiter"", ""sourcer"", ""sys admin""]",,,false,remoteok,https://remoteok.com/remote-jobs/remote-sourcer-private-destinations-royal-caribbean-group-1137172,https://remoteok.com/remote-jobs/remote-sourcer-private-destinations-royal-caribbean-group-1137172,2026-08-27 19:56:22+05:45,,2026-08-28 21:38:15.322329+05:45,2026-08-28 21:38:35.836927+05:45,active,0,39ac9869-98a9-512a-91ef-a4954afbfcdd,Remote OK — link to the original Remote OK job page.
172c9ada-b801-5d14-b6cf-bf2581a303c8,fa98db09-e9f4-5e3b-824b-d9876e821352,People Director,software_engineering,lead,,remote,"Tirana,","Tirana,",unknown,0.35,"Tirana,",The posting does not provide enough geographic evidence to determine Nepal eligibility.,eligibility-v1,,,,,,"[""customer support"", ""dev"", ""digital nomad"", ""education"", ""exec"", ""finance"", ""flutter"", ""game dev"", ""hr"", ""marketing"", ""medical""]",,,false,remoteok,https://remoteok.com/remote-jobs/remote-people-director-sisal-hub-albania-1137175,https://remoteok.com/remote-jobs/remote-people-director-sisal-hub-albania-1137175,2026-08-27 20:53:08+05:45,,2026-08-28 21:38:15.322329+05:45,2026-08-28 21:38:35.835922+05:45,active,0,6ef7dba9-f4e2-5031-b711-39b8606d340c,Remote OK — link to the original Remote OK job page.
2dd71f88-5b58-51d3-8b50-f86904305275,bb092bc5-11ab-5680-ad8a-247e2717a21a,Senior QA Engineer,ai_data,senior,full_time,remote,Europe,Europe,likely,0.65,remote,The posting is remote but does not state a country restriction that excludes Nepal.,eligibility-v1,,,,,,"[""c#"", ""go"", ""java"", ""javascript"", ""llm"", ""node.js"", ""python"", ""react"", ""rust"", ""software development"", ""typescript""]",3.0,,false,remotive,https://remotive.com/remote-jobs/software-development/senior-qa-engineer-2091100,https://remotive.com/remote-jobs/software-development/senior-qa-engineer-2091100,2026-08-26 18:55:58+05:45,,2026-08-28 21:38:10.529995+05:45,2026-08-28 21:38:32.023543+05:45,active,0,018a8699-7638-53fa-8173-444f5cab68b9,Remotive — link back to the Remotive listing; feed is delayed by 24 hours.
3b6fd25e-3636-57b8-b956-a3a675662a81,33b8eb5a-61eb-5fc7-a354-fc5f7bbda1f0,Sales Jedi,software_engineering,lead,full_time,remote,Europe,Europe,eligible,0.95,work from anywhere,The posting explicitly names Nepal or a geography that includes Nepal.,eligibility-v1,,,,,,"[""sales""]",,,false,remotive,https://remotive.com/remote-jobs/sales/sales-jedi-2091088,https://remotive.com/remote-jobs/sales/sales-jedi-2091088,2026-08-05 15:30:42+05:45,,2026-08-28 21:38:10.529995+05:45,2026-08-28 21:38:32.023543+05:45,active,0,1ef018b9-87bc-5f99-a375-9ffd95831c00,Remotive — link back to the Remotive listing; feed is delayed by 24 hours.
5613acc9-fb9f-5c92-9e4a-00c5387b61db,b591ac1a-8c85-56fe-9f9c-f7ea3bdf1ea6,Tech Lead Full-Stack Rails Engineer,ai_data,executive,full_time,remote,"USA, Canada, USA timezones","USA, Canada, USA timezones",unknown,0.35,"USA, Canada, USA timezones",The posting does not provide enough geographic evidence to determine Nepal eligibility.,eligibility-v1,$170k - $200k,170000.0,200000.0,USD,,"[""docker"", ""javascript"", ""kubernetes"", ""llm"", ""react"", ""software development"", ""sql""]",5.0,,false,remotive,https://remotive.com/remote-jobs/software-development/tech-lead-full-stack-rails-engineer-2069746,https://remotive.com/remote-jobs/software-development/tech-lead-full-stack-rails-engineer-2069746,2026-08-15 02:18:39+05:45,,2026-08-28 21:38:10.529995+05:45,2026-08-28 21:38:32.023543+05:45,active,0,f33e7747-8b7e-5758-9e82-9ed5e6ec1bd2,Remotive — link back to the Remotive listing; feed is delayed by 24 hours.
56e6e825-f48c-5100-90c6-df3337edbf6f,0d6b055e-0eaf-58c7-9f00-810b23b92711,Senior Independent AI Engineer / Architect,ai_data,lead,contract,remote,"Americas, Europe, Israel","Americas, Europe, Israel",likely,0.65,remote,The posting is remote but does not state a country restriction that excludes Nepal.,eligibility-v1,$120 - $170 /hour,120.0,170.0,USD,hour,"[""llm"", ""software development""]",,,false,remotive,https://remotive.com/remote-jobs/software-development/senior-independent-ai-engineer-architect-1919266,https://remotive.com/remote-jobs/software-development/senior-independent-ai-engineer-architect-1919266,2026-08-16 15:54:41+05:45,,2026-08-28 21:38:10.529995+05:45,2026-08-28 21:38:32.023543+05:45,active,0,603dd212-27e3-518d-9e0a-e93b9b83593f,Remotive — link back to the Remotive listing; feed is delayed by 24 hours.
62f3e3e0-260a-5e0f-bafd-3c407a53a86d,688165fb-8d0d-501d-ad04-0f96f56a55cd,Head of Marketing & Communications,software_engineering,executive,contract,remote,Worldwide,Worldwide,eligible,0.95,worldwide,The posting explicitly names Nepal or a geography that includes Nepal.,eligibility-v1,$150k - $230k,150000.0,230000.0,USD,,"[""marketing""]",8.0,,false,remotive,https://remotive.com/remote-jobs/marketing/head-of-marketing-communications-2091068,https://remotive.com/remote-jobs/marketing/head-of-marketing-communications-2091068,2026-08-16 01:43:15+05:45,,2026-08-28 21:38:10.529995+05:45,2026-08-28 21:38:32.023543+05:45,active,0,70c3a43e-816e-5f16-92ad-429c63eb7f62,Remotive — link back to the Remotive listing; feed is delayed by 24 hours.
6bc96fb9-8ce9-5e30-bf92-b4db76c84b2c,1fb03e9b-e825-5511-91e0-d7a6813ec951,Content Reviewer - English US,software_engineering,unspecified,part_time,remote,USA,USA,likely,0.65,remote,The posting is remote but does not state a country restriction that excludes Nepal.,eligibility-v1,$14/hour,14.0,,USD,hour,"[""all others""]",,,false,remotive,https://remotive.com/remote-jobs/all-others/content-reviewer-english-us-2091105,https://remotive.com/remote-jobs/all-others/content-reviewer-english-us-2091105,2026-08-21 11:39:39+05:45,,2026-08-28 21:38:10.529995+05:45,2026-08-28 21:38:32.023543+05:45,active,0,0a4a1851-d1c3-5b04-840e-e92cf0917478,Remotive — link back to the Remotive listing; feed is delayed by 24 hours.
8b501e1b-a2c5-5f5b-b5f1-d4963ed11956,0d6b055e-0eaf-58c7-9f00-810b23b92711,Senior Independent Software Developer,software_engineering,executive,contract,remote,"Americas, Europe, Israel","Americas, Europe, Israel",unknown,0.35,"Americas, Europe, Israel",The posting does not provide enough geographic evidence to determine Nepal eligibility.,eligibility-v1,$90 - $150 /hour,90.0,150.0,USD,hour,"[""software development""]",,,false,remotive,https://remotive.com/remote-jobs/software-development/senior-independent-software-developer-1919265,https://remotive.com/remote-jobs/software-development/senior-independent-software-developer-1919265,2026-08-16 15:54:34+05:45,,2026-08-28 21:38:10.529995+05:45,2026-08-28 21:38:32.023543+05:45,active,0,16205384-bf17-5791-8954-43076113d83f,Remotive — link back to the Remotive listing; feed is delayed by 24 hours.
90c76436-cc4f-56eb-93df-6807993e9e6e,33b8eb5a-61eb-5fc7-a354-fc5f7bbda1f0,SaaS Product Support Jedi,software_engineering,unspecified,full_time,remote,"Europe, EMEA, UK, Germany, France, European timezones","Europe, EMEA, UK, Germany, France, European timezones",unknown,0.35,"Europe, EMEA, UK, Germany, France, European timezones",The posting does not provide enough geographic evidence to determine Nepal eligibility.,eligibility-v1,,,,,,"[""customer service"", ""javascript""]",2.0,,true,remotive,https://remotive.com/remote-jobs/customer-service/saas-product-support-jedi-2091087,https://remotive.com/remote-jobs/customer-service/saas-product-support-jedi-2091087,2026-08-05 14:32:07+05:45,,2026-08-28 21:38:10.529995+05:45,2026-08-28 21:38:32.023543+05:45,active,0,d0a5193a-639d-5e69-8ebb-f5bcee37fdd3,Remotive — link back to the Remotive listing; feed is delayed by 24 hours.
968667f8-4bda-517c-919b-c2d792f96ee2,bb092bc5-11ab-5680-ad8a-247e2717a21a,Senior DevOps Engineer,ai_data,senior,full_time,remote,"LATAM, Europe, USA, Canada, APAC","LATAM, Europe, USA, Canada, APAC",likely,0.65,remote,The posting is remote but does not state a country restriction that excludes Nepal.,eligibility-v1,,,,,,"[""aws"", ""azure"", ""c#"", ""devops"", ""gcp"", ""go"", ""java"", ""javascript"", ""kubernetes"", ""llm"", ""node.js"", ""python"", ""react"", ""rust"", ""sql"", ""typescript""]",3.0,,false,remotive,https://remotive.com/remote-jobs/devops/senior-devops-engineer-2091099,https://remotive.com/remote-jobs/devops/senior-devops-engineer-2091099,2026-08-25 19:42:53+05:45,,2026-08-28 21:38:10.529995+05:45,2026-08-28 21:38:32.023543+05:45,active,0,73f29100-bda5-5f11-8ef8-9127a8888659,Remotive — link back to the Remotive listing; feed is delayed by 24 hours.
97fa8f52-4d0c-5eee-ae27-aaee87057228,13888925-42f4-527a-a5a3-66ed2be42f40,Freelance Copywriter,software_engineering,lead,freelance,remote,Worldwide,Worldwide,eligible,0.95,worldwide,The posting explicitly names Nepal or a geography that includes Nepal.,eligibility-v1,$20k -$35k,20000.0,35000.0,USD,,"[""writing""]",2.0,4.0,true,remotive,https://remotive.com/remote-jobs/writing/freelance-copywriter-1749306,https://remotive.com/remote-jobs/writing/freelance-copywriter-1749306,2026-08-03 01:45:46+05:45,,2026-08-28 21:38:10.529995+05:45,2026-08-28 21:38:32.023543+05:45,active,0,18765a62-cab7-50d2-889e-e6dc52825120,Remotive — link back to the Remotive listing; feed is delayed by 24 hours.
9d67cf09-89fe-5257-97fe-625aaa86104d,e68b3172-3665-5ffb-adfc-952ab4143214,"Vice President, Technology & Digital Strategy",ai_data,executive,full_time,remote,USA,USA,unknown,0.35,USA,The posting does not provide enough geographic evidence to determine Nepal eligibility.,eligibility-v1,175k - 190k,175000.0,190000.0,,,"[""all others""]",12.0,,false,remotive,https://remotive.com/remote-jobs/all-others/vice-president-technology-digital-strategy-2091104,https://remotive.com/remote-jobs/all-others/vice-president-technology-digital-strategy-2091104,2026-08-20 15:39:55+05:45,,2026-08-28 21:38:10.529995+05:45,2026-08-28 21:38:32.023543+05:45,active,0,013afda9-b9c6-5be6-9c74-77e922369ac2,Remotive — link back to the Remotive listing; feed is delayed by 24 hours.
